member_id,signup_date,persona_segment,acquisition_channel,is_premium
be445ad4-6323-4c22-9a52-3c79dcdbf911,2025-10-01,The Connector,Organic,0
590e5aa8-8276-46b8-a620-f04f810a1551,2025-04-06,The Connector,Organic,0
813fe953-c25c-41c7-86e5-117bc1ea85cc,2025-08-02,The Selective,Referral,1
5fac8294-ef59-4fed-ae08-27f05f76c4e1,2025-10-21,The Newbie,Organic,0
87df0801-6aec-4e0b-9963-09410e566dd9,2025-07-28,The Connector,Referral,0
0591cb5b-c3d5-4bd4-a437-3bac5b970bb3,2025-12-09,The Connector,Referral,0
ea1af9cf-a090-42e1-b7ce-e86a1dc23553,2025-03-29,The Selective,Referral,0
0a57e23d-92c4-4ac0-add5-b33013ccdbaa,2025-11-02,The Connector,Referral,0
7f176fef-4984-4839-a5ab-1a295d48ea0d,2025-09-21,The Connector,Paid Social,0
9aef91d9-dc21-437c-af1d-7d7af3489082,2025-11-21,The Selective,Paid Social,0
4865c410-e7be-45d2-9943-e7190a3ec20f,2025-11-16,The Ghost,Organic,1
8c99cca2-bc93-4642-819b-1bf1bf54d0c8,2025-06-06,The Newbie,Referral,0
9ddc559c-d168-4836-a0d3-95e241e1467c,2025-06-05,The Newbie,Paid Social,1
25f2fb8f-6781-44e4-b4c0-e06837e69b00,2025-05-19,The Selective,Paid Social,0
5281b64e-0e67-48eb-b197-e7f1313855b6,2025-05-01,The Connector,Paid Social,1
6009cb49-c21c-480d-93fc-8b65092e330a,2025-03-06,The Selective,Referral,0
557175b5-9e16-45cb-bedb-4dfc36888e4f,2025-04-17,The Selective,Paid Social,0
d8717a96-d524-4397-89d7-e285f2946daf,2025-05-27,The Ghost,Organic,0
77ca6544-4418-438b-9dd7-490506764514,2025-05-17,The Connector,Referral,0
3fe866a9-3355-413f-ae94-15e0a1d4f55e,2025-06-11,The Newbie,Organic,1
aa363b5e-8a48-4a5d-acca-b4b0555c96bf,2025-04-10,The Selective,Paid Social,0
429f45e9-05c0-4c5d-86db-e95f7db88121,2025-12-04,The Ghost,Referral,0
4d623e79-f48d-4a59-8b8d-46856a08a709,2025-11-03,The Selective,Paid Social,0
86f16e9c-f8eb-4a3f-a8bf-a9d7538e29f1,2025-05-21,The Ghost,Paid Social,1
9c461815-35e3-425e-b507-5311470d460d,2025-03-24,The Selective,Paid Social,0
0939e522-f0de-4b11-8733-f11cd5fe9d26,2025-06-26,The Selective,Organic,1
4303f62c-83ec-408b-94f4-b25b5aed4070,2025-07-17,The Ghost,Referral,0
9e0afb6b-af42-4ad5-9ac7-ca13be8b4645,2025-04-22,The Selective,Referral,1
0674fa50-8bf7-48a4-87bf-6e79416dff02,2025-02-25,The Ghost,Referral,1
5e76d089-d651-4ceb-9a58-5ae4d483d146,2025-06-28,The Connector,Referral,0
e82107dc-d9ab-4c45-9c16-f1f36f5c6fd9,2025-07-05,The Connector,Organic,0
880a464b-3124-4bd2-b67a-b23903286529,2025-08-06,The Selective,Referral,1
a41e8964-c6ef-4014-a8ea-9b86238e0071,2025-11-12,The Newbie,Organic,0
a86cc76e-1f51-41e5-808b-ca4c2a803d1b,2025-08-05,The Newbie,Referral,0
0a0ea929-cfbf-4608-961a-57664c9f4eb6,2025-04-30,The Connector,Organic,0
12f48bf2-ff43-4c82-9644-ab41fbb829da,2025-06-24,The Newbie,Paid Social,0
48893434-2127-4130-b1bb-c44e56603dfd,2025-01-23,The Connector,Paid Social,0
b3884183-a2b8-450d-92c9-cd91305ca495,2025-08-01,The Ghost,Organic,0
338e8fc2-ae66-4297-a258-6e9f60573eba,2025-08-23,The Selective,Organic,0
fcaecfe7-ee47-47b8-b031-0d8462f775d0,2025-01-13,The Selective,Organic,0
d423fbf0-47cc-4472-b632-addb39a2c3b4,2025-04-11,The Selective,Organic,0
ec641ff3-6936-4493-aa57-b9be7ad4f866,2025-01-24,The Ghost,Referral,1
ea060aac-4e58-4f4a-819e-c8171974b06a,2025-12-30,The Selective,Referral,0
df1ceaf4-9d9e-478b-8fb4-0f248763ebfe,2025-01-11,The Selective,Paid Social,0
b8ecfc8b-0594-42be-9c22-a388d019add3,2025-09-30,The Newbie,Paid Social,0
6952fca0-9fc3-406b-b8bb-9ff328964997,2025-10-08,The Ghost,Referral,0
3eeca8f9-a392-4cfb-b540-31762e23e175,2025-04-04,The Selective,Organic,0
8ee299bb-530a-4117-8cd3-71721d219b6c,2025-07-20,The Connector,Organic,0
0608eb26-8f7a-4e30-bb97-3599bd8d892e,2025-01-21,The Newbie,Organic,1
375b7db3-ee33-492b-a070-d57f02d0d470,2025-12-06,The Selective,Referral,0
2d481ac0-29cc-4fbe-8d89-3b0cde025518,2025-07-30,The Connector,Referral,0
affaeb24-bf3c-4053-9885-8222488117fe,2025-05-20,The Newbie,Paid Social,0
2247691a-feba-4157-b0fb-ce236f787fc3,2025-10-20,The Newbie,Paid Social,0
134c0157-3bab-4ccd-9cd5-e0577936d745,2025-10-25,The Newbie,Paid Social,0
d5cb2bc2-f9c5-4514-9b74-0d877617fa6c,2025-04-11,The Ghost,Referral,0
185c2703-8114-4863-8fea-b71655fb373a,2025-10-31,The Selective,Referral,0
fc5a5aa5-a31e-44ef-bf95-1063401c3376,2025-12-25,The Newbie,Referral,0
140e3c33-6da5-4f4e-9cf1-c8325de10641,2025-01-28,The Connector,Organic,0
df6cb6fa-6a31-4746-8883-cc857743f279,2025-02-10,The Ghost,Paid Social,0
b0708fd6-0566-4bae-b6df-1c37e1c8d57d,2025-12-21,The Connector,Paid Social,0
e87851b5-2279-4147-a369-d82a30e56a97,2025-10-30,The Ghost,Paid Social,0
64ef211f-5f1c-4f8f-927b-c9ba01819ba3,2025-05-26,The Selective,Organic,0
52ddb5f2-f05a-4121-825d-bdfebe49d36c,2025-09-13,The Selective,Referral,0
0564f933-7953-4bc6-bb7f-4ebce5956d97,2025-08-15,The Selective,Paid Social,0
cbda2323-989b-47aa-bb0e-a8cf5a53f5e6,2025-08-24,The Ghost,Paid Social,0
0ff12ece-47d2-42f4-8c7b-b275d6c053d2,2025-12-27,The Ghost,Organic,0
77d1f1d4-4b4f-4792-93c9-8368284d4372,2025-01-13,The Ghost,Paid Social,1
5888373d-2ba0-48df-9b1b-9880430faf1e,2025-07-29,The Newbie,Organic,0
92780bc8-2fc4-4488-b40d-37b8e64e32b3,2025-08-17,The Connector,Paid Social,1
dba1fe24-2042-472e-b112-5592adf3c3e1,2025-04-10,The Selective,Organic,0
57dbecd0-13e5-4359-a53a-ae458036463b,2025-01-31,The Selective,Referral,1
32c17a55-1d4a-4a7e-a4d3-eeefa3cfc641,2025-01-16,The Newbie,Organic,0
6e194d48-da53-4e82-a5e0-eccfb1da668e,2025-05-17,The Selective,Referral,0
a36d41e1-76a9-4fd6-97a2-b87aa8fca8b6,2025-11-25,The Newbie,Paid Social,0
7c3ed3b1-0b79-4a26-9bf6-d2c0b3b9915f,2025-06-15,The Connector,Referral,0
85c4dc40-de93-4e09-8d30-f1905432430c,2025-11-06,The Newbie,Paid Social,0
484c2aae-7b1c-405f-b01c-bf4e395872a6,2025-04-10,The Ghost,Paid Social,0
aab2a70d-486a-495e-b306-949566c454b5,2025-04-19,The Newbie,Referral,0
a63ec6e9-ccf3-427b-8837-3dcbfd9144f4,2025-12-09,The Ghost,Paid Social,0
b1f394c4-9bf5-41a4-86c9-861f6f5b7542,2025-06-22,The Selective,Paid Social,0
a71804fc-6c2f-4490-a492-cd89c0d1a915,2025-08-25,The Connector,Referral,0
65b3dc25-c2a8-4a09-bca7-618adce8466e,2025-06-11,The Ghost,Paid Social,0
96b5e053-c790-4341-8c4c-9543d00e39b2,2025-08-04,The Connector,Referral,0
2597f44e-dcac-43a6-9fbb-270a487fed9d,2025-09-21,The Connector,Referral,0
545d3d0e-ca36-4715-ad0c-76edb1ee9b9c,2025-09-20,The Connector,Paid Social,0
98830d3d-2c4a-46fa-adef-7840419fed85,2025-10-19,The Newbie,Organic,0
06f75dd5-3849-4171-9317-c01606d9f087,2025-10-01,The Newbie,Referral,0
f51af0aa-c5cb-446a-b11b-b1263a125fde,2025-01-03,The Selective,Paid Social,1
5241d54f-be25-4a29-9159-bad3c52501d6,2025-01-28,The Ghost,Paid Social,0
32e3c92a-1b4e-4a73-b857-76b6631fe857,2025-11-22,The Ghost,Organic,0
2cb52107-b2a7-4d66-8e1f-2e303dab3fbd,2025-05-29,The Selective,Referral,0
6e227099-0a4e-4b44-9024-eaea0a35a122,2025-01-28,The Newbie,Organic,0
f2ed9015-4bdc-4964-b79e-532f2bac599b,2025-11-06,The Ghost,Referral,0
9f45d4b9-4d14-4c64-ba91-8078319977f1,2025-03-06,The Selective,Paid Social,0
43230af4-cf7a-4956-afd2-177db6caae8f,2025-12-22,The Selective,Referral,0
6ffd27bd-cb71-4e09-85c5-d21ccf61c39b,2025-01-21,The Selective,Paid Social,0
dcf616c1-dcaf-4e4b-bf1e-74ec45c96bbb,2025-09-09,The Ghost,Paid Social,1
652590e2-0b37-48bc-9084-50bf38f8caaf,2025-08-23,The Selective,Organic,0
43e3265f-3423-42ce-9659-44d99ad08a6a,2025-08-15,The Newbie,Paid Social,0
758c66d5-d3e4-4c3d-8a34-4de8c142c58f,2025-01-13,The Newbie,Organic,0
49710763-6740-4755-93ce-58a02da626d7,2025-11-09,The Selective,Referral,0
393c736c-bb1f-43bb-9350-628cfce6dff6,2025-02-18,The Selective,Referral,0
cf3651fa-0ad5-46ff-88b4-9ac1c08e6254,2025-04-28,The Connector,Paid Social,0
56085d54-8f48-4371-8ea5-db8437351d43,2025-02-23,The Connector,Organic,0
70e1b908-cfcb-47b2-8c01-510e10c44c02,2025-05-18,The Connector,Organic,0
34c01e88-5af4-47c9-ba9e-a65686df69b1,2025-02-22,The Selective,Paid Social,0
e2d9dae0-f7e1-40c5-a658-eb58030433c9,2025-02-13,The Newbie,Organic,0
96e77107-fb04-4a3b-99c7-28389c169198,2025-10-30,The Connector,Referral,0
02bc6d89-bd0c-477a-ae6d-2db56b77b692,2025-02-22,The Newbie,Organic,0
95dcaa1d-7341-44da-9d05-778a7f982924,2025-03-15,The Selective,Referral,0
377d95fb-685d-419b-9653-a980a887c1ee,2025-02-15,The Newbie,Organic,0
351b7e12-e8f3-451b-b3d4-a22e579ca4f3,2025-01-13,The Newbie,Referral,0
482d9b43-2bb6-4fee-8118-0c84ab89945f,2025-06-14,The Selective,Paid Social,0
397633db-0094-4014-9802-8eec5660f7ac,2025-04-12,The Selective,Referral,0
e75b79af-39f6-4484-b411-16d760197533,2025-10-07,The Newbie,Referral,0
2be96e56-9125-4a76-91b1-9dfb15057ea4,2025-09-15,The Newbie,Referral,1
7b1f82b7-a02d-4d6e-9954-6c3c3cc5755b,2025-12-03,The Connector,Paid Social,0
5a7cd27e-baa2-46ee-a359-51b1a40409ad,2025-12-22,The Newbie,Paid Social,1
4a617c03-2393-4ee2-9b2c-ad625f5a5cb3,2025-05-18,The Selective,Organic,0
018b4980-d872-43fa-85ee-6d97a43f5a19,2025-06-12,The Selective,Paid Social,0
0e08ddc0-be1e-4eda-94f3-387ddb08fbd6,2025-04-21,The Selective,Referral,1
7638dce6-779e-45d0-8dbe-9da7fa0fce18,2025-04-12,The Newbie,Referral,0
adcba7d3-2f39-4a72-a6cd-d6ff761062b0,2025-01-17,The Newbie,Paid Social,1
a3183b94-54da-4eec-a5a3-10fcc6b92d7e,2025-09-25,The Ghost,Organic,0
e78f0f6e-abdb-407b-883d-78017129b3ad,2025-07-01,The Ghost,Referral,0
bc49d962-fc22-4acf-86f8-0cbb82d1f3cb,2025-01-24,The Selective,Referral,0
cf8efc09-601f-4ab1-96e4-3fefd4b22bcb,2025-01-29,The Ghost,Referral,0
10982756-f63b-433f-bd3f-63c9d4708773,2025-06-20,The Newbie,Organic,0
2bbe67cb-e376-4f49-9e15-93821495e2b7,2025-08-16,The Selective,Paid Social,1
7020d95e-5cad-4eca-b0fb-16f4b71f2d14,2025-07-07,The Ghost,Referral,0
bb7a868d-3613-4b8e-bfee-a9e7d0193fcb,2025-12-12,The Newbie,Referral,0
3c53dc13-fb09-43ac-8e97-24c014104e49,2025-08-18,The Selective,Paid Social,0
8e9a8dc8-e439-480b-9ae5-8b7f8cd5aa84,2025-11-17,The Connector,Organic,1
24b8d1af-a7c1-443c-aff7-4172f621ccd3,2025-12-06,The Newbie,Paid Social,0
469d41cf-a6dc-4e3a-b3c2-7abc00e06fd5,2025-04-29,The Connector,Paid Social,0
c412f1e8-4790-4d03-ba90-e45978132c7e,2025-06-05,The Selective,Organic,0
dcb6e6aa-361c-4d84-bd1a-6da3b9e55d52,2025-09-29,The Ghost,Paid Social,1
2b1e3b6d-865f-4423-a6f8-2d53242defe8,2025-06-24,The Connector,Organic,0
e15e2b62-e9e2-4bc7-a9c9-0d16ffccc66d,2025-04-14,The Selective,Paid Social,0
50063378-66d6-4990-9d68-3ae66c3a5231,2025-04-02,The Ghost,Organic,1
fdade2af-9da3-4646-85a9-89112744d081,2025-07-05,The Selective,Paid Social,1
b64f6f82-4913-4389-a5d2-831019e2bb26,2025-10-10,The Selective,Paid Social,0
f9edcdfc-f420-4ae5-9092-da328e990c1f,2025-06-30,The Newbie,Paid Social,0
38163414-4ec8-4a56-a519-93bf88499f62,2025-06-19,The Connector,Paid Social,1
8c70123b-a511-49cb-b476-15888fee480f,2025-07-06,The Ghost,Paid Social,1
11577084-bd58-464f-8ceb-eccc711b4ca5,2025-06-24,The Selective,Organic,1
2cf15b40-04aa-4e35-af04-9a8fb7cb0bb6,2025-08-10,The Newbie,Referral,0
cbfede34-9c1a-4e6c-b08e-697f7e75a84d,2025-08-21,The Selective,Organic,0
65c1b543-fac4-4489-a1c6-49fe1b300ec6,2025-06-11,The Selective,Referral,0
c1faf4b9-8863-4df8-8593-1f4122b2b062,2025-05-14,The Connector,Referral,0
80936ed6-4d7b-4f40-a047-e4c5b826462a,2025-08-12,The Connector,Paid Social,0
5e3020aa-f82c-4541-853b-6e9974f24c8f,2025-06-02,The Newbie,Paid Social,0
ca227de9-cd27-47c4-bb9b-3dd4a2c7531c,2025-02-02,The Newbie,Paid Social,0
2c27f0e1-b277-454a-8b3e-61b88d187f17,2025-02-24,The Ghost,Organic,1
58a55c8f-2aa8-480e-a112-61c81ee45003,2025-01-07,The Connector,Referral,0
177c971a-b8ea-4a7e-b6f1-26ce870a1ca6,2025-09-01,The Selective,Organic,0
9da8c396-f152-4fab-8eff-962c48009712,2025-11-09,The Selective,Paid Social,0
6cd1429e-9438-42f4-95a9-3a5c1b675620,2025-05-06,The Selective,Referral,0
42c2ba3b-4992-4dea-a0cd-987d2c389e64,2025-01-12,The Selective,Organic,0
20339962-7126-4625-bdae-cf3006d6d5d9,2025-01-16,The Selective,Organic,1
a0305fb6-d7c5-4fa4-ac13-6d5f1b4cbf13,2025-07-27,The Selective,Organic,0
0ebc5661-9024-462f-9879-bc0f2e0deae0,2025-02-12,The Newbie,Paid Social,1
392ed078-ac01-4d3a-97aa-176dd37a1ec3,2025-05-15,The Newbie,Paid Social,0
55f9d800-7fb3-40f0-91f8-444057a44e8f,2025-08-16,The Selective,Referral,0
66f05e2c-ae77-4a6a-aa40-446eedd08279,2025-04-21,The Connector,Referral,0
b2f1fff4-2d78-44ac-8adb-87e0c2403cd6,2025-11-03,The Newbie,Referral,1
8b84b085-e93f-46c2-ad39-90255ced3fa6,2025-06-09,The Ghost,Organic,1
3057a6af-43ed-408e-b6ae-40537ef32f1a,2025-11-27,The Connector,Referral,0
10ff8a03-7840-4374-b2ec-429b4d2c5866,2025-09-21,The Newbie,Paid Social,1
1c6eb91e-ee74-40b9-9447-d61faa630398,2025-08-13,The Newbie,Paid Social,0
50d34420-95c4-46f3-bd21-f99e6ba833c8,2025-08-05,The Newbie,Paid Social,0
524302cb-5692-4e34-a2ab-350aae1e8baf,2025-02-14,The Ghost,Organic,1
69670364-2b51-48d4-b404-8a6cfb868488,2025-08-02,The Ghost,Organic,0
123459dc-58d3-401d-8be1-8f6ebd1b1528,2025-02-28,The Selective,Organic,0
27c29af3-5211-49aa-849b-07884c566cf4,2025-05-12,The Ghost,Paid Social,0
7c07ffe8-cb08-44ec-b480-6e7aa5dde84a,2025-04-14,The Newbie,Paid Social,1
261ab50d-425c-4310-b8a7-2545b9a8eaa9,2025-07-14,The Selective,Paid Social,0
9067e3f4-9285-4167-b2da-9e9935b6aa1c,2025-06-06,The Newbie,Referral,0
fb0c0149-6fb8-4d86-8597-3945c38ee48b,2025-04-08,The Ghost,Referral,0
53ea80ca-f6ba-4c8d-a0bb-5e21f86a524b,2025-08-14,The Newbie,Paid Social,1
5815d5c2-7d81-4fbd-a79f-ec05d4d202ba,2025-07-24,The Ghost,Organic,0
71cb0df8-484f-4b45-9b2b-f527c692d5a3,2025-03-20,The Newbie,Referral,1
b302d015-5068-460f-a9f7-351a09815656,2025-05-04,The Selective,Referral,0
bccce9bf-2d9d-49b8-bfde-4e5c8ccd54be,2025-08-06,The Newbie,Paid Social,0
d0d8ed14-a507-457c-884f-26299198c51b,2025-01-04,The Newbie,Organic,0
ff877038-8cfd-4931-95b0-d255b238e1af,2025-03-31,The Selective,Paid Social,0
8073d3ff-f2bf-44d7-9646-5e3381c85c35,2025-04-14,The Newbie,Paid Social,0
afaeae9c-ba18-4107-8641-1d9d34b72b7d,2025-04-29,The Newbie,Organic,0
ca2074d6-627d-4a52-afae-6297fbc80c4f,2025-05-13,The Ghost,Paid Social,0
549c81e5-496b-4b56-8694-9c8efac5120c,2025-11-08,The Selective,Referral,1
78071940-2c1c-4c39-bb61-5131365b45f7,2025-04-06,The Connector,Organic,0
2788f72d-b1fa-486a-8859-c28107a75209,2025-11-27,The Newbie,Referral,0
6191a351-434e-40a1-9275-4c289edb49df,2025-05-23,The Selective,Paid Social,1
164cda41-4850-4946-abaf-8b57feff307b,2025-10-15,The Connector,Organic,0
7dbaa85d-9591-4e4c-ab35-133312786777,2025-01-28,The Newbie,Referral,1
a1e7a2ef-1143-4f86-a7db-df4d12969571,2025-10-05,The Ghost,Referral,0
dcd7b5ca-3bd7-49b5-a221-7ce28edfe4b9,2025-08-21,The Selective,Referral,0
9eb52d4a-16ab-4ea4-9959-d63c23df319f,2025-01-17,The Ghost,Organic,0
b57e9aa5-e5a0-4b6b-a094-703e11300901,2025-02-28,The Ghost,Referral,0
c4ef98d3-3261-463f-ba18-6b4844c2e493,2025-03-31,The Connector,Organic,0
d5ffb1d3-86ef-42dd-b77b-0416479a6207,2025-07-18,The Newbie,Referral,0
411c8ec4-bf4f-4389-843b-b97c6bfe454c,2025-12-28,The Newbie,Organic,0
54e334d9-3e64-404d-8756-fb95d4b10ecd,2025-01-26,The Ghost,Referral,0
f082ebd5-4833-4b92-94fb-2509cc93140c,2025-01-25,The Connector,Organic,0
df3a4b47-981b-4dc5-bbfa-93d3b0005071,2025-10-28,The Connector,Paid Social,0
4aea45c6-c299-487a-895e-565203cae283,2025-12-05,The Selective,Organic,0
acd9aa8f-a286-46ff-95ee-eb0213d2b46c,2025-09-24,The Connector,Organic,1
3a242723-6f74-4e39-90a0-32fbd66bf213,2025-06-30,The Selective,Referral,1
0feb5cb8-8ecd-4a89-a7ae-4b1021eabd8c,2025-12-26,The Selective,Referral,0
8481dbfc-7513-4d6e-85b5-cebce81e8e6b,2025-03-09,The Selective,Paid Social,0
f6ebcd8b-e78e-44f0-b1dd-b196133bd944,2025-12-17,The Selective,Paid Social,1
7fa062c0-aba5-4c45-8f96-ff8394794c30,2025-11-17,The Connector,Referral,0
4f5ca73e-1ccf-4b10-bebf-79d83df3a385,2025-02-18,The Newbie,Paid Social,0
3ded965a-d9bd-45c8-84d4-dca9efb7ce2a,2025-06-24,The Selective,Paid Social,0
d1bb062f-c193-4730-b49e-ec50f428dfde,2025-02-21,The Connector,Paid Social,1
2b619b1e-451b-4481-b4f9-c28e21c0e571,2025-04-12,The Newbie,Organic,1
742b1074-a9f5-46e0-ba7d-3072a9174fab,2025-08-04,The Connector,Organic,0
1f7fe6ed-bf84-4f8f-962b-b9d15dfad000,2025-07-07,The Selective,Paid Social,0
f3a01f1b-f356-4a40-830c-62a78429a992,2025-02-26,The Connector,Paid Social,0
e06cdf68-a878-444f-b449-f0c583018632,2025-02-16,The Ghost,Referral,0
07a68662-33f1-42c9-98eb-bf38a91cda51,2025-06-08,The Ghost,Paid Social,0
9824f5d0-0275-4168-b871-6e5ee37a5ad3,2025-06-23,The Connector,Paid Social,0
98d3fe04-c797-4765-b125-ea5ebe4b1326,2025-08-30,The Newbie,Paid Social,0
a84356df-427c-406e-ad02-adb525e0927e,2025-10-09,The Selective,Organic,0
d2f3673b-e5f0-4cea-a075-f6accb8e9975,2025-08-29,The Connector,Referral,0
216a88a5-d7bc-40f3-af51-7ed64ee92dd9,2025-01-05,The Selective,Paid Social,0
c06789c8-7ccb-42cc-b30f-a71b3dea34da,2025-03-25,The Ghost,Referral,0
fe26bcb6-88da-4a3a-9303-6d2596855fa5,2025-11-04,The Connector,Organic,0
f55a30ec-e0fb-4391-95fe-89900d9066e7,2025-12-27,The Newbie,Referral,0
202ed33b-9afe-4e12-94f1-9a00cc4df32b,2025-09-05,The Ghost,Referral,1
3186a1ed-bd9a-4da6-8e5a-2a013f1d076a,2025-02-23,The Selective,Referral,0
1b4b07b4-e59b-4b4a-91cc-5e96d3d0e96f,2025-06-10,The Ghost,Organic,0
45ee77f2-b27a-43f2-9f8f-ac433595294e,2025-08-14,The Ghost,Referral,0
c24b173c-9aff-48a6-8928-06b32c4b97d9,2025-01-15,The Newbie,Paid Social,0
74b8b22b-4878-4757-94dd-6099128fbce5,2025-08-12,The Selective,Paid Social,0
ee9caaeb-4541-463d-a78d-a4c48043913e,2025-03-02,The Newbie,Paid Social,0
68a52444-7ed2-4fde-82c6-3d1b7f2f6bde,2025-05-02,The Ghost,Organic,0
34022251-3efd-497b-9ecd-707afd54840e,2025-10-04,The Newbie,Referral,0
20ec8181-6fe6-4b08-a9d3-1e28f247ff95,2025-02-15,The Selective,Referral,0
8c71f2ee-a17c-4629-97a5-dde8e6b1702a,2025-10-21,The Ghost,Organic,1
7f385d50-d02f-4ccf-895f-b891e25a3ec6,2025-03-03,The Ghost,Referral,0
78d3b1cc-e1a3-44ba-a794-60636be86461,2025-03-27,The Selective,Paid Social,1
d357acf1-fb2c-4472-94c6-5cc63b4f3659,2025-07-29,The Newbie,Referral,0
6035cebf-ae62-40b4-9688-5e872c0e6a78,2025-03-19,The Newbie,Referral,0
150d8c24-6e12-4a06-9a28-1b6b3cbb3b72,2025-07-21,The Connector,Referral,0
0f3ac61a-ba46-456b-b12d-143f04c5127a,2025-10-29,The Selective,Referral,0
a8809409-e53f-4c02-b88b-1eb18980fb49,2025-08-11,The Connector,Referral,0
46439f34-552e-41ae-afd4-a5177a9a0a09,2025-08-10,The Newbie,Referral,0
e43bf450-8ac9-426f-a890-3aff3285226c,2025-01-03,The Newbie,Organic,0
6c1fc740-8ae0-4a21-91e1-fc3cba55beac,2025-01-06,The Connector,Paid Social,0
efe32350-0f8e-4612-b224-f4765e154532,2025-04-03,The Connector,Organic,1
c66d983b-16f3-4166-b706-dd48d1ae6595,2025-01-08,The Selective,Organic,0
d11e2b25-c62d-49f6-93ba-d615343b3197,2025-08-23,The Newbie,Paid Social,0
426dd862-dff5-4da8-956d-1f287fc58759,2025-04-18,The Connector,Organic,0
9d92f9e1-e637-41e6-98c0-bc03d355402f,2025-06-10,The Selective,Paid Social,0
d3e40334-2b8f-4f8d-859b-76cfabef3a8d,2025-07-28,The Ghost,Paid Social,0
65989121-4608-4bd3-80a1-33dcf741cebc,2025-08-28,The Newbie,Paid Social,0
ca21e9c8-ad44-44cd-af24-464252c05fbb,2025-11-27,The Newbie,Paid Social,0
317d04e5-ca79-4b93-a9f8-506ca450a780,2025-11-29,The Selective,Referral,1
4565512e-0160-4cde-9f43-f2e3dbea0102,2025-02-19,The Selective,Paid Social,0
bea6c045-bca1-4882-a447-b2cca18da715,2025-01-11,The Selective,Organic,0
713007f4-8353-4c06-88aa-7c676a0c56e7,2025-12-17,The Newbie,Organic,0
2478a7af-eae4-4a3f-a230-41643fecd68e,2025-06-05,The Selective,Referral,0
c9bb382a-7284-440b-89c6-0b33cd441244,2025-03-11,The Selective,Referral,0
f043209d-32bd-412b-bfdb-dccb33acd11b,2025-06-18,The Newbie,Referral,0
013a5dfa-6bcb-44e4-abb1-14864aed921b,2025-09-29,The Selective,Organic,0
13ba29c7-06a2-42eb-acb6-b9ce7b0593ed,2025-03-09,The Connector,Referral,0
d7ddcfcd-0b93-4134-9c22-f837475ac839,2025-12-21,The Ghost,Organic,0
c0b52b84-57a1-4068-b9a1-c0fb545f9a86,2025-09-09,The Selective,Referral,0
62f9650a-2fa5-4cc6-bc1b-6a94894611e5,2025-02-17,The Ghost,Referral,0
172ca13a-febe-4350-b8cd-e0ce4bc5a95c,2025-07-03,The Ghost,Paid Social,0
2ecd6f90-56bc-41a0-9f8b-19e4b62166af,2025-11-16,The Selective,Paid Social,0
406e34ba-7513-4a08-8acd-22db742471c2,2025-07-06,The Ghost,Organic,1
ca96b11e-9847-41e9-b67a-55a83b879868,2025-03-31,The Ghost,Paid Social,0
05fac1c4-5623-4d48-ad15-090462407a83,2025-11-28,The Ghost,Paid Social,0
f0c436b5-f662-4625-bc78-7ddda543acaa,2025-05-19,The Newbie,Paid Social,0
02fd2ff8-b5cd-4989-99e4-823f5a3a90c4,2025-12-23,The Ghost,Paid Social,1
48119a08-4488-4719-a90b-5dafd7d4a6d1,2025-03-30,The Newbie,Paid Social,0
c2f56f4d-e497-4c73-bbff-107c99aa48d1,2025-10-01,The Ghost,Paid Social,0
7961c5b9-af0b-4e38-9410-023e324f6825,2025-01-19,The Newbie,Paid Social,0
c36a5a54-8cb9-4f7c-b5a1-c03adc05ce66,2025-11-07,The Ghost,Organic,0
373e685b-9282-4b75-9d56-05c60bbb2902,2025-12-24,The Newbie,Paid Social,0
c5016af3-894d-4e64-9447-518f775ec250,2025-06-03,The Newbie,Paid Social,0
cf937106-5c2d-4b0b-a6ad-c5f67a34ffca,2025-09-17,The Ghost,Referral,0
7be309ab-0df2-4a4f-a8e3-8248a306de33,2025-04-18,The Selective,Organic,0
e6660ea4-8113-45fc-aae4-de6f0cdcb50b,2025-10-12,The Connector,Organic,0
0bdebe40-4a89-41ff-9ebe-fcae583b989f,2025-02-28,The Connector,Referral,0
43554cf2-6110-4c67-9e78-230b0699ec55,2025-05-05,The Ghost,Organic,1
8bc5dad7-ef9f-4eeb-8417-724a0751f601,2025-12-20,The Ghost,Organic,0
1716f6ef-478b-458d-9e63-9d33b5168177,2025-09-30,The Selective,Organic,1
0cd023e0-efb3-478d-9044-f99546fd18ea,2025-04-17,The Ghost,Paid Social,1
c70c37b3-376c-4bde-9d0f-ec8118b8efe4,2025-10-26,The Connector,Paid Social,0
9f11f6ab-6323-49e1-b07e-99730ba54f11,2025-09-02,The Connector,Paid Social,0
46f3d64f-22e6-4266-b03a-21a7a9afad12,2025-12-02,The Newbie,Referral,0
20d3340d-849f-4638-9286-53ef7b8722c7,2025-09-04,The Selective,Referral,0
f39a7632-bfa3-49d5-ac85-d4fe3bcbce08,2025-01-08,The Selective,Paid Social,0
027f1388-15ff-4bf0-9d71-ae416c0d5a6b,2025-05-21,The Newbie,Paid Social,0
0e074e84-94f6-4e56-8978-9d156e5974b6,2025-12-28,The Connector,Organic,0
48bd590b-3d67-4270-afb7-efdf9137d79e,2025-01-08,The Newbie,Referral,0
ba2f9397-2901-4645-b45d-94974fffbd76,2025-12-18,The Selective,Referral,0
0576ff39-5620-47bb-9071-6579a0fef024,2025-04-04,The Ghost,Organic,1
