transaction_id,member_id,product_type,amount_usd,transaction_date
2304,e3377690-e491-4a78-91f8-9ba310052ea9,SuperSwipe,19.99,2025-09-20
2305,19611bba-0eac-4ba2-a3b7-46ffceb3cbc6,Spotlight,39.99,2025-10-22
2306,c4004b79-87a3-4530-a62b-fa95835fc486,SuperSwipe,9.99,2025-08-30
2307,eabe38b8-df89-437e-9ffb-d1228cbe905e,SuperSwipe,9.99,2025-09-23
2308,170a0f37-3b7a-4cdc-84c0-3cdbbc7681f3,SuperSwipe,19.99,2025-11-17
2309,9d8035a7-8356-437d-9bf7-f45704067d7e,SuperSwipe,39.99,2025-11-25
2310,14f81585-2722-4308-8539-02271506635c,Spotlight,19.99,2025-06-28
2311,fceb4c36-a59f-4fa0-918e-b2c0b5b639cb,SuperSwipe,19.99,2025-06-22
2312,861f65b6-c772-4e15-a3f0-bd8dc855ce38,SuperSwipe,9.99,2025-10-16
2313,14d6043e-8e3c-438f-8cfa-a2d98384958f,SuperSwipe,39.99,2025-09-18
2314,f476ed2f-5b3c-4750-966c-7735d4ae3286,SuperSwipe,19.99,2025-10-22
2315,526f0116-32df-4212-932b-0ac07757d434,Subscription,39.99,2025-10-11
2316,b06d0157-3b70-4378-b7bb-f92be813ac6a,SuperSwipe,19.99,2025-08-27
2317,0ce5b024-f5ff-4950-8914-d10fca53c402,Spotlight,39.99,2025-08-31
2318,124c86c0-5b51-48a7-ba11-aa7f4f1f4b87,SuperSwipe,39.99,2025-10-28
2319,ecd47691-2f8a-4730-9a6a-35bbacb7b5fa,Subscription,39.99,2025-08-28
2320,319f8807-7a0c-44d8-86c7-5361b8d3546b,SuperSwipe,9.99,2025-08-24
2321,6e1d092c-7e83-4813-8e97-ccdd0c0a1e3d,Subscription,39.99,2025-12-09
2322,4c96250a-14ba-497c-acd1-3ffcaba366e4,SuperSwipe,19.99,2025-12-05
2323,50b3af4a-31ab-413f-a365-87a05d2fd85a,Spotlight,39.99,2025-07-30
2324,a8eb8cf3-6c07-4bd9-9215-4dd821a09416,Subscription,9.99,2025-11-10
2325,361a275c-6c24-4d0b-b515-eefb51c37672,SuperSwipe,39.99,2025-07-17
2326,29c88e16-ed43-417f-802a-b243389e71b4,SuperSwipe,9.99,2025-07-25
2327,f80d3069-3d56-4cdd-995c-003d9e43c925,Subscription,9.99,2025-10-12
2328,c3af2746-25d1-490b-b9f0-b08107a420ae,Spotlight,9.99,2025-08-13
2329,0778f88e-0ff7-44ec-a105-1aba2fbcfe8a,Subscription,19.99,2025-11-06
2330,54c715f3-de01-4d70-8f4e-b2601de60cc7,SuperSwipe,19.99,2025-06-25
2331,c0e636d8-6db8-4621-ac26-5105571137cf,SuperSwipe,19.99,2025-09-09
2332,70d10803-6f73-45a2-856a-c77a9d54589c,SuperSwipe,9.99,2025-06-17
2333,05c5e29f-5e4b-4cef-ae06-881697df7f68,SuperSwipe,39.99,2025-07-30
2334,bcdd5745-2a8f-4d9a-ad38-2abe9261d523,Subscription,19.99,2025-06-06
2335,1e6f2a25-1ff6-4aa9-8efa-b47e12df3fd8,Subscription,39.99,2025-10-25
2336,67dc0100-d49e-47c0-8ab5-3b6294c70565,Spotlight,19.99,2025-07-26
2337,28dd5f90-c1d7-4876-854e-478659967908,Spotlight,39.99,2025-06-19
2338,6bf6dfc4-7436-4250-9b81-d53fbfa4363a,SuperSwipe,9.99,2025-12-28
2339,526f0116-32df-4212-932b-0ac07757d434,Subscription,39.99,2025-07-16
2340,a3359a79-35f7-46a8-858e-b06b2cd02542,Subscription,39.99,2025-07-12
2341,bfa0cd16-1ca9-43f9-8749-d81a71331958,SuperSwipe,19.99,2025-10-30
2342,d1c96f0e-b2ec-457d-9c0d-5635adf71e89,Spotlight,9.99,2025-06-21
2343,e4e5faf0-c960-4939-b64d-907462cad636,SuperSwipe,39.99,2025-07-02
2344,37d94fb2-7257-4510-8e98-91894b4f7247,SuperSwipe,9.99,2025-09-26
2345,013e0402-7b6b-4ca1-9b37-5555cf6b8d86,SuperSwipe,9.99,2025-09-03
2346,2c19db86-f8ef-4385-a665-d806ffa707ca,SuperSwipe,39.99,2025-07-12
2347,67dd7bd5-d96d-4132-9bea-1c1a64a05d5a,Subscription,9.99,2025-10-18
2348,6cddb420-ebe0-4317-bbe1-855ade177698,Spotlight,19.99,2025-07-30
2349,7d38150f-96e0-411e-b1ca-c200d177201c,Subscription,39.99,2025-08-30
2350,71aa16c4-44f2-483b-ae80-b8944fdfe22c,Spotlight,19.99,2025-06-26
2351,de76fa70-2bf8-4eea-947f-a7ddc1f9dd0c,SuperSwipe,9.99,2025-08-27
2352,061088b7-777f-416b-b61b-249c0a8358ca,Spotlight,19.99,2025-06-09
2353,88e91867-dfc0-4726-a152-84419270c378,Spotlight,9.99,2025-07-09
2354,bff54487-6d17-451d-8cee-a8a08a7761ed,Subscription,9.99,2025-12-31
2355,c9a4160e-3793-4955-9c05-94e2e55eaf67,SuperSwipe,9.99,2025-10-14
2356,8a0d7880-a128-4aa5-a575-a67ad3a724a1,SuperSwipe,19.99,2025-07-02
2357,466dec3c-2d17-46c4-a9d6-969ece2a32c7,Subscription,9.99,2025-07-08
2358,258b6140-4cb7-4c5b-b8e5-5cad47704565,Subscription,19.99,2025-08-25
2359,6355db46-f424-4f0d-9570-c2715b24e1a0,Spotlight,39.99,2025-10-11
2360,7e45db08-a886-47b1-bc90-bb1809105e98,Spotlight,39.99,2025-12-11
2361,f53ff8ad-f88a-4104-aa8c-c1549f8c7e79,Spotlight,19.99,2025-06-23
2362,3aa722c1-af62-40b2-b448-0a18a79637ab,SuperSwipe,9.99,2025-08-02
2363,025673a8-76fe-4b28-aa8d-4015eebab1fa,Subscription,19.99,2025-06-11
2364,cefa97b8-3d86-4b16-a2bc-1dfec33ad5b7,Subscription,9.99,2025-11-20
2365,797a60b7-b184-49b0-8d59-1a741702314d,Spotlight,19.99,2025-12-25
2366,f796fffa-3942-43c3-ae5f-df91cfaaeea1,Subscription,39.99,2025-10-08
2367,b4acabf9-96b7-4eb7-a31b-c11306a67517,Spotlight,9.99,2025-06-13
2368,1480b64e-df9e-4e3e-b873-56e16b6a7c9f,Subscription,19.99,2025-10-14
2369,bda9453d-ad45-4b10-ba66-f4aeeb09edce,Spotlight,39.99,2025-07-13
2370,3dcca8db-58a0-4e8c-98c5-1c79987a2c53,Subscription,39.99,2025-07-03
2371,65b96b92-eb8a-40e4-8370-dbb96b28092a,Spotlight,19.99,2025-08-01
2372,94bc18e5-a59f-420f-a8a4-89ff5a540e88,Spotlight,9.99,2025-09-23
2373,cd4086ab-b73a-44a9-9e53-3087dc311580,SuperSwipe,9.99,2025-11-29
2374,e96f93a4-df0a-41bc-b438-a6cf8c5ae629,SuperSwipe,19.99,2025-10-14
2375,4f063c4e-eff6-460c-a18c-bb30b910ecc1,Spotlight,9.99,2025-12-20
2376,ca734a81-9aa6-4f89-998e-9f99e94733bf,Spotlight,39.99,2025-09-09
2377,2bfb52c4-0366-49d3-bbd2-a6b9fd8f9873,Subscription,9.99,2025-09-08
2378,898bf830-da5d-4809-a18b-f6e411b96b3a,Spotlight,9.99,2025-11-12
2379,ba522ccc-b5af-432d-8ad1-6593eb507c8c,Subscription,19.99,2025-06-03
2380,94a77ee3-b87f-45ed-a686-e960300a546e,Spotlight,9.99,2025-07-06
2381,84bca065-8326-4231-96f7-08e6d7a8064e,SuperSwipe,9.99,2025-07-14
2382,0cd1c4a2-87a9-471c-aeb0-7339f20ddd3d,Spotlight,19.99,2025-11-25
2383,b58bd949-aed7-4224-8a2e-f10e585f4590,Subscription,9.99,2025-06-11
2384,b3c2b9b2-e5c4-415f-8289-782a097098d9,Subscription,19.99,2025-09-01
2385,853476c6-4e3a-4f78-9ba3-e9223ac47cfa,Subscription,39.99,2025-06-20
2386,99d46532-d07c-481c-b945-83e9291863bf,Subscription,39.99,2025-06-12
2387,710012b7-12b4-4e24-a0a5-20c86d685852,SuperSwipe,9.99,2025-11-25
2388,794bc899-b975-45f9-89e1-5483de29a492,Spotlight,39.99,2025-07-12
2389,3ea18d08-bbe9-4a82-8d20-21da19153d86,Subscription,19.99,2025-08-23
2390,d11c61ef-d08c-4f2e-aeb7-33570ee28a7c,Spotlight,9.99,2025-07-10
2391,2953b57d-d50d-4ea4-b703-1e4d91bdd06e,SuperSwipe,19.99,2025-11-05
2392,80c921db-9f21-4227-aa1a-b70c16d8aa24,Subscription,9.99,2025-06-04
2393,25938db3-8095-4b21-be60-f37bf368ab63,Subscription,19.99,2025-10-27
2394,8c33a0b4-45d2-4849-ba2e-39e8938fdbb4,SuperSwipe,39.99,2025-10-16
2395,74e5551e-9c77-400b-8d6e-ac33511434b2,SuperSwipe,39.99,2025-08-02
2396,c798261e-b573-4621-a2ca-b0834c5c746e,Subscription,9.99,2025-09-14
2397,fbe13dda-dc59-444d-9e11-fad9bb1e481a,Subscription,9.99,2025-09-13
2398,a62eba6d-744e-4b4c-b354-c44b957c64d0,SuperSwipe,19.99,2025-10-19
2399,b50d7780-2183-4fe4-b574-9046e11b16da,Spotlight,39.99,2025-08-26
2400,63e8a547-178c-4ab4-a1ce-770861b35109,Subscription,9.99,2025-10-05
2401,96ec6688-2a4f-4fce-9dce-82a94235bbbe,Spotlight,39.99,2025-11-16
2402,795e2362-b2e6-4f4d-9bec-01dc2032dba6,Spotlight,39.99,2025-10-06
2403,f51a48e1-6dea-4d2c-96e5-6427ae7a3606,Spotlight,19.99,2025-12-09
2404,a0e39865-440a-46f6-851d-df69d68ceec8,Subscription,39.99,2025-07-24
2405,b5e642ec-a75a-4f0b-b2b1-fb3ce47aaaeb,Subscription,9.99,2025-06-22
2406,fc73ee36-0e52-4f98-9073-9b608a155135,SuperSwipe,39.99,2025-10-03
2407,66921a21-a9ea-40c7-b337-7c52eb5e647a,Subscription,9.99,2025-06-04
2408,b0eff777-5c52-4100-8b77-6bbbb9e25b14,Subscription,39.99,2025-11-30
2409,1c5d5cb8-699f-48ab-b113-365c3ba213d5,Subscription,39.99,2025-10-27
2410,81f49194-cfb6-47fd-8fe9-093bb8a49503,SuperSwipe,9.99,2025-11-06
2411,adc1d97a-f7a5-4526-a65a-92aa12ff370a,SuperSwipe,39.99,2025-11-09
2412,e0d66129-5f08-4109-b4b2-440fa0df802f,Spotlight,19.99,2025-08-13
2413,efb743ff-0dcc-49f4-a1ed-c3b15ade6eea,Subscription,39.99,2025-11-26
2414,bd559d2c-e84f-4df7-8438-e17c003f130d,Spotlight,9.99,2025-07-29
2415,a89d675b-5487-4a39-8c38-b26861a741f1,SuperSwipe,39.99,2025-06-13
2416,027bd756-a173-4bb1-a431-4275c642931a,Subscription,19.99,2025-11-26
2417,40b68079-41ca-4d9d-9254-3cf26209226b,SuperSwipe,39.99,2025-06-10
2418,8379da8f-975b-4031-b701-d447c9d171b9,Subscription,19.99,2025-11-17
2419,54f0d12b-1b58-433e-bf94-271dc4cf38d5,Spotlight,39.99,2025-09-07
2420,b8ba7520-838c-4c53-9320-b9a84b68d654,SuperSwipe,19.99,2025-06-16
2421,d8a43a21-744a-4b05-aa51-9ddee56bced7,Spotlight,39.99,2025-07-24
2422,b2a6fdef-1e9b-48b3-9d48-c2fbef2bf2d8,SuperSwipe,39.99,2025-06-18
2423,bdfbe7fb-0b01-4c76-905f-a33d2a602695,SuperSwipe,39.99,2025-07-13
2424,2a825c8b-c221-4c9d-92a0-37850d5901df,Spotlight,19.99,2025-11-10
2425,40b673c6-b0ce-4711-a8b4-19422c848418,Spotlight,9.99,2025-11-02
2426,2088cc28-eb98-4790-b616-97afdc0cd72e,SuperSwipe,19.99,2025-12-26
2427,41bd324a-be15-4fe4-ba12-59238b43c59f,SuperSwipe,19.99,2025-12-23
2428,559e5453-98fa-4cdd-b665-8c27e99cc76b,Spotlight,39.99,2025-08-23
2429,19b2996f-7500-4615-8e98-13b23359fd82,SuperSwipe,19.99,2025-06-15
2430,ec2da095-14ca-4f39-ac14-7bb654091404,Spotlight,9.99,2025-08-29
2431,e587d0ac-5fe0-4291-b74d-dbc46a04faac,Spotlight,39.99,2025-12-28
2432,74842f12-7058-4d77-a986-07941587617f,SuperSwipe,9.99,2025-07-02
2433,e1176d29-35f0-41f4-b006-edb1f651d8b5,Spotlight,39.99,2025-07-29
2434,d7cab872-a87f-4c26-b32a-fa40d6080788,Spotlight,39.99,2025-08-06
2435,c4593fb5-0058-4319-aa56-429c6a023654,SuperSwipe,19.99,2025-08-05
2436,adca8846-c599-4338-b6a9-3548a13a0d23,Subscription,39.99,2025-09-08
2437,c06e6bdb-373d-4100-8ac7-eb0bfd74dc3f,Spotlight,19.99,2025-09-22
2438,10e504dc-8075-4521-830b-f025cafc480b,SuperSwipe,19.99,2025-10-02
2439,ec755aa2-bd01-4f68-8e99-ca8805089027,Spotlight,19.99,2025-11-15
2440,3f6277da-6a35-4063-aec9-1892a269baa5,Spotlight,19.99,2025-11-19
2441,62d1d6f8-6581-49ec-8fb5-eace8dff3ae2,Spotlight,9.99,2025-10-08
2442,ad8e3d1b-03ce-4ef5-aa5b-8f2a46aa0538,Subscription,39.99,2025-06-15
2443,46231e42-a95b-4f1f-93b9-91d6c2a22cfc,Spotlight,39.99,2025-12-23
2444,45a7c448-f1fe-4019-93b3-eb9cbc23895c,Subscription,9.99,2025-07-24
2445,962f4f95-ba6a-4161-bab7-5582ab1f9a5c,SuperSwipe,39.99,2025-11-03
2446,107a2da9-57ea-44fe-97f4-82451c8058f3,SuperSwipe,39.99,2025-11-14
2447,f0505a56-92dc-4335-8411-3e67cfb16484,Subscription,9.99,2025-12-27
2448,73fc10e6-b888-463a-9353-85a6de841330,SuperSwipe,19.99,2025-12-31
2449,f738f845-66f1-48ea-9838-cbfb96b16f06,Subscription,39.99,2025-11-26
2450,6050ad30-23b8-4267-8170-da4fe7ce408d,Subscription,9.99,2025-10-23
2451,9fb2066b-c316-4b94-926f-12141673c6af,SuperSwipe,39.99,2025-06-14
2452,3423c37f-dc77-494c-bdeb-a203dd7db06a,Subscription,19.99,2025-08-09
2453,88858c2c-dfb6-4f6e-a605-43c03c57e338,SuperSwipe,39.99,2025-07-04
2454,4736ae0f-ddb6-4435-ab6b-7c2f4efa6564,Subscription,9.99,2025-08-27
2455,f8e16590-f0ab-4b20-a4c9-8c5e5581f66f,Spotlight,39.99,2025-12-15
2456,9397a471-683c-4c4a-9ebe-34e18cd924cb,Subscription,19.99,2025-10-30
2457,cfdb4260-cfd5-461f-a896-35a5df679e83,SuperSwipe,9.99,2025-10-31
2458,fbba6b3d-1f99-42e9-b312-c6552fdaecc0,Spotlight,9.99,2025-08-17
2459,d53f2cd6-f665-4130-9b74-b59566f52e67,Spotlight,9.99,2025-10-10
2460,f435bda9-01d6-4e3d-9cbb-8717cf12cea3,Subscription,19.99,2025-11-03
2461,194f48b5-5848-4145-b886-0fcdb750cf1e,Subscription,39.99,2025-11-04
2462,4ccc341e-3161-4993-8944-0150affb7826,SuperSwipe,39.99,2025-08-06
2463,c122ea8d-e21f-45d3-b935-60b21153bc44,Subscription,39.99,2025-07-25
2464,87eb5e40-58da-44f7-acb3-cd48b024e333,Spotlight,19.99,2025-10-10
2465,a452a8a2-4d94-4130-a9c3-e022325c0f54,SuperSwipe,9.99,2025-09-01
2466,3086f906-6e74-4216-8f9c-532b1b17d2eb,SuperSwipe,39.99,2025-09-08
2467,021bcefa-d16b-42b3-a699-aa17d1ca8dc5,Spotlight,9.99,2025-06-30
2468,5a637d2e-195b-4811-b365-6f9c00a43972,SuperSwipe,9.99,2025-06-13
2469,c2a3c5d7-6c90-41c9-aa14-c84d100ceb60,Subscription,19.99,2025-07-24
2470,3329bcd8-26b8-4c46-9e50-ad0910efb3a4,Subscription,9.99,2025-09-05
2471,9d7119e3-a217-449d-95a9-1c944c06bb9e,Subscription,19.99,2025-11-09
2472,013b670a-30fc-4e46-af90-0b63362d9074,Spotlight,19.99,2025-06-11
2473,546864dd-4fc2-47db-9bfc-dd12c22b6144,SuperSwipe,19.99,2025-08-30
2474,72e1c96a-6337-46bf-a033-a67f27cb5f95,Spotlight,9.99,2025-07-16
2475,2d51f0bb-c0db-4b77-8eb8-30faa70724e1,Subscription,19.99,2025-06-04
2476,dbb1180f-3434-4d4b-af3e-fc630ccea35f,SuperSwipe,19.99,2025-10-29
2477,e0ae4b56-7cb8-4d6a-90dc-9cd9517a8b2d,SuperSwipe,39.99,2025-10-24
2478,4403ceec-b47a-4e63-ace4-54da237b852f,Spotlight,9.99,2025-08-12
2479,5eb0caa9-0bce-4f09-87f8-48ddd2bbb2d9,Subscription,39.99,2025-06-13
2480,f5501306-c3ec-4900-86df-200437478467,SuperSwipe,39.99,2025-08-10
2481,12d0347f-098f-4b1a-a779-99dd3e0ae1f7,Subscription,19.99,2025-10-05
2482,c06cc603-0220-465c-9aa3-966c3d66fe31,Subscription,39.99,2025-10-24
2483,2e3f078b-b081-4d92-b391-a7b2fc47a291,Subscription,19.99,2025-09-08
2484,f8b7e675-de95-4e64-a264-6ef5dd0e4ac1,Spotlight,39.99,2025-06-23
2485,fdc40da1-87a2-4b81-bd2c-4a6e73b9b57f,SuperSwipe,39.99,2025-10-17
2486,ded59d96-4e3a-46f3-8749-8eb7ddfc4f0b,SuperSwipe,9.99,2025-09-07
2487,49ae5b79-97fa-45b3-8fce-b2fd0d5aa6ee,Spotlight,39.99,2025-07-16
2488,baf44551-cef6-4706-9e2d-c8b89d590972,Spotlight,9.99,2025-10-25
2489,20eae632-e4aa-4eed-bcda-917befee30f8,SuperSwipe,19.99,2025-07-18
2490,313d469d-815e-48e1-ba91-f4ebcf85f8ff,Spotlight,39.99,2025-10-17
2491,2efee0b6-16f4-40a8-8e2a-f2498b7da898,Subscription,39.99,2025-07-01
2492,515fa652-2a9b-4885-b577-a9a5d0549f81,Spotlight,19.99,2025-10-02
2493,7e7f5852-9dd5-4f75-b098-57bd5d79b6b1,SuperSwipe,9.99,2025-07-17
2494,9cbf4f42-fa7b-4fdc-b4f0-e70b2eddaa23,Spotlight,9.99,2025-08-12
2495,3263b232-e73c-45a9-827d-9c234251fb9f,Subscription,19.99,2025-06-17
2496,682c455c-b8e7-4a5d-931a-98175f7c08a4,Subscription,39.99,2025-07-27
2497,57009e64-de92-4d29-9ad6-21272913d5ab,Subscription,9.99,2025-06-12
2498,902995d1-76b0-4c03-a8ad-e25580c4ba0c,Subscription,39.99,2025-10-01
2499,beaa9660-7109-4f33-bdf9-ddf6e60a4ab9,Subscription,39.99,2025-12-22
2500,caaec230-63d3-4dbd-b448-0be1a5f925c0,SuperSwipe,39.99,2025-07-03
2501,a596ab36-ee2a-46b8-9e12-19dcbd9a3fa7,SuperSwipe,19.99,2025-08-13
2502,640e6523-014b-4336-b55b-474105e173a8,Subscription,9.99,2025-06-15
2503,a591032c-a818-4237-b7d8-4d9781d03c6a,Subscription,19.99,2025-08-16
2504,96da48ce-a8df-432f-85ec-c5e471377393,SuperSwipe,9.99,2025-09-13
2505,7c4a0b61-ef45-48b9-ab6f-0795daf37f4c,SuperSwipe,39.99,2025-06-25
2506,8f0b8eb4-4ab8-49cb-85fc-da453620dbce,Spotlight,39.99,2025-12-24
2507,38a16ad1-e87b-4739-a221-e350fced9423,SuperSwipe,9.99,2025-11-20
2508,63bca01a-43cd-446d-8f23-34a1b796e29f,Spotlight,9.99,2025-08-10
2509,b7ec954c-fcc3-4be2-942f-9ef8c77cc48d,SuperSwipe,19.99,2025-11-03
2510,b1c02be7-8393-4c2d-aaeb-208bdf849bdb,Spotlight,39.99,2025-12-04
2511,632bbcaa-4e8a-45f6-9afb-52d2167c50ea,Subscription,9.99,2025-12-27
2512,4dac8cf0-065c-4e57-ade2-29ed972893fc,SuperSwipe,9.99,2025-10-19
2513,9da1fcb3-d72c-4b8b-b578-0458cf50ca42,SuperSwipe,9.99,2025-12-19
2514,fc258d9d-2be9-4794-8a14-5c68b2e7e595,Subscription,19.99,2025-10-30
2515,59d78ee2-ecdf-4a3d-ac75-b30af4702a2e,Subscription,39.99,2025-07-16
2516,d343e936-c831-48dc-9e21-56bd20ecbba9,SuperSwipe,19.99,2025-11-20
2517,ad8969b3-307f-452b-97e0-f10e4416a907,Subscription,9.99,2025-09-14
2518,78fb65c7-914c-4600-8082-ca9a9f1d4f7a,Subscription,9.99,2025-08-25
2519,54d75a18-daad-42f6-960c-ac57ace28a34,Subscription,19.99,2025-08-05
2520,c7dc2c2b-8d28-4a5b-a029-de2df38019b7,Spotlight,19.99,2025-06-13
2521,4685915b-bb18-4a75-aff0-7bb4c9086ea7,Subscription,19.99,2025-06-25
2522,482d9b43-2bb6-4fee-8118-0c84ab89945f,Spotlight,19.99,2025-08-23
2523,bfafaf88-fde2-4643-a850-083ff0f53929,Subscription,19.99,2025-12-05
2524,c847e225-fbda-4cda-90b1-72f322816869,SuperSwipe,9.99,2025-06-27
2525,afea682d-4879-4fff-bca5-49b8344e9c6d,Subscription,39.99,2025-07-11
2526,f0cdeae3-1fdd-4f6d-aa60-3e24eddd5b3f,Subscription,9.99,2025-10-01
2527,93d847e1-f8aa-41f4-993e-165c2e558a72,Subscription,39.99,2025-07-19
2528,8d5ce361-0304-435c-9a6a-707fd9224d20,SuperSwipe,39.99,2025-06-09
2529,c61d5ee1-69fc-43dd-9384-1a8aed687785,Subscription,9.99,2025-10-21
2530,6196d5a1-47ba-4409-89ab-73aad856dc2f,SuperSwipe,9.99,2025-06-29
2531,6a714df3-480f-42e6-9e4f-c397cc7419b0,SuperSwipe,19.99,2025-12-30
2532,07a8b168-3e71-494c-ab07-23984655093c,Spotlight,39.99,2025-11-22
2533,8f9cc681-8949-4bc1-923b-b6c5c936ef1a,Spotlight,19.99,2025-11-05
2534,ff7d02a8-e572-4a1a-b50f-b564b7780580,Spotlight,39.99,2025-08-04
2535,7c7dda03-cc59-432a-92ea-e20d1841a6da,Spotlight,39.99,2025-10-07
2536,20da9aea-4f2f-45ac-8c16-a0dc17659338,SuperSwipe,19.99,2025-06-17
2537,94115e69-33c9-4f43-a72a-70d8423d3230,SuperSwipe,9.99,2025-09-23
2538,2644ba46-47a3-4551-b258-5c7aebd4f803,Subscription,9.99,2025-07-19
2539,b903f531-fb91-475a-a2db-c1a36ded82d9,Subscription,9.99,2025-08-19
2540,c9141eba-239d-401c-aa3a-2fe30775f8c0,Subscription,39.99,2025-07-16
2541,fa61cb90-4d05-46bb-b821-f53c97669b39,SuperSwipe,39.99,2025-07-13
2542,0d91be82-1c9c-4190-9b8c-dcfe3cf6723e,Subscription,39.99,2025-09-28
2543,58a8ef61-8e60-4a1c-b003-16c9cd83de0c,Spotlight,19.99,2025-12-04
2544,307ccd20-bd04-4fe6-88f7-327530f0df16,SuperSwipe,19.99,2025-06-02
2545,f033d69a-1039-43db-86cd-3c38560b6daf,SuperSwipe,39.99,2025-12-31
2546,9d7bcbe2-a23e-4221-8a30-baa8e89628f1,SuperSwipe,9.99,2025-10-13
2547,6a6d6e95-71b8-4433-b246-cdd5104b192d,Spotlight,19.99,2025-06-24
2548,4baa4405-7057-4fa3-96b9-97cd0f428892,SuperSwipe,19.99,2025-11-17
2549,41ab27d8-10c5-4932-bb1d-388b0c700684,Spotlight,39.99,2025-10-08
2550,b21a568a-0bf5-48e2-93a3-3f21bf697a92,Spotlight,19.99,2025-07-24
2551,3d4f2916-b1db-4f0d-b2ac-854231b01a24,Spotlight,19.99,2025-09-19
2552,26f6265b-0078-4381-9d18-62c75d09f0a9,Spotlight,9.99,2025-07-28
2553,64581601-222c-4630-8bd1-c8aafdc8ede9,Subscription,19.99,2025-06-22
2554,7cc85e0f-7cc8-44ab-88aa-d0204cb83150,Subscription,19.99,2025-12-14
2555,e80da7c9-4d7d-4205-ab8e-1466144d8af3,Spotlight,9.99,2025-07-01
2556,7f836861-5fe0-49ec-94a6-2f9049953ae3,SuperSwipe,39.99,2025-12-28
2557,0cefa1e7-d639-458d-8034-e91639be9cac,Subscription,9.99,2025-06-01
2558,4858dc83-f624-4cae-bb77-83f616a9d8d8,SuperSwipe,9.99,2025-06-21
2559,4e277748-de95-4639-acb6-c0ded930c13c,Spotlight,39.99,2025-11-28
2560,1215c021-59e7-4372-8237-353fb2e6222b,Subscription,39.99,2025-10-23
2561,db335cdd-215b-40f6-b842-6e1e2f5be981,Subscription,9.99,2025-07-08
2562,4a4a4b0b-4ce4-473e-b2ca-ea3ee525b2ef,Spotlight,19.99,2025-07-22
2563,c8a32a13-53a0-43e8-9c9d-6127f0992507,Subscription,39.99,2025-10-26
2564,8e71f736-8299-4c03-9337-b0ebb3512b7d,Spotlight,19.99,2025-07-03
2565,2a030d80-db83-4d15-a407-4f772a46cf3c,Spotlight,9.99,2025-12-25
2566,98ff04d5-a048-42ca-a267-eb0ae640bc28,SuperSwipe,39.99,2025-06-10
2567,45e32699-cc0d-40a8-8ed6-fcd56abdf132,SuperSwipe,19.99,2025-10-14
2568,4c99906f-c7a5-4a15-83c8-9cea253742e8,Subscription,19.99,2025-10-28
2569,45bd4e69-0018-4405-8c7c-724a927d8c42,Spotlight,39.99,2025-08-02
2570,39180de3-3ed8-454b-b958-6c67cc7bfdbd,Spotlight,39.99,2025-09-26
2571,18a9b278-16af-4b8b-9846-ae9cdae67702,Subscription,39.99,2025-08-02
2572,4bbc2a5e-04ac-4f34-8e00-677b5a916ae7,Spotlight,9.99,2025-06-26
2573,99a1e3b4-f39d-48cd-9631-522e5831a67d,SuperSwipe,39.99,2025-12-04
2574,443945d9-0b79-4723-bca4-f06e1d764f87,Subscription,39.99,2025-07-31
2575,81045fd2-c99d-46a6-b1a1-901f01b9ca44,SuperSwipe,9.99,2025-11-06
2576,43bb376f-f48c-4c9a-9114-b722e5a5ae79,SuperSwipe,39.99,2025-07-27
2577,386e445c-4dff-4c37-a9cb-9eb93ecf8480,Subscription,9.99,2025-10-30
2578,2dbafff9-18af-45fb-abc6-391816d5cfe4,Spotlight,19.99,2025-07-19
2579,9914d0cb-eff4-4fb6-97cd-ce942f23e7c6,Spotlight,19.99,2025-07-23
2580,58b31df3-93bf-435a-bde0-98a0f05eb035,Subscription,9.99,2025-11-19
2581,90a877d0-bf0a-44a9-b3ae-22781848a0d3,SuperSwipe,39.99,2025-10-01
2582,72cfa118-36cd-4831-8453-b520a4d9c00b,Spotlight,9.99,2025-06-11
2583,f3bdddc9-856d-42f6-9217-7dec5ca386ec,Spotlight,9.99,2025-07-18
2584,44ad34c5-1879-4bf1-a97a-00e9a1d9dff4,Subscription,19.99,2025-09-26
2585,27e765f9-33f1-4716-983f-33c578260b7e,SuperSwipe,19.99,2025-11-19
2586,a9a20a3d-6e60-4089-b5a5-99ed0ed07569,Spotlight,19.99,2025-12-14
2587,c1368c0f-98a9-4b1d-bbf2-45f298e6bea1,SuperSwipe,19.99,2025-07-22
2588,1c5ad911-224b-4027-af5a-370d5821c1f7,Subscription,19.99,2025-08-02
2589,cfa9661d-3aef-44be-b676-9a6d64abaab4,SuperSwipe,19.99,2025-12-22
2590,fe76585c-ad17-464a-8193-a3696d903845,Subscription,39.99,2025-11-29
2591,95ac23cd-0b86-4fc9-a868-0c36b9d87053,Spotlight,9.99,2025-09-27
2592,9720f41a-c0a4-4b56-8ac2-137836676b2b,Spotlight,9.99,2025-06-27
2593,c019e105-df81-4f83-b3ce-fd59c9c5f36d,Spotlight,39.99,2025-07-09
2594,fc9695e5-f169-4af2-9275-2a4336c45341,SuperSwipe,39.99,2025-07-11
2595,67e20445-04f7-4c86-9859-53aa27a57cb5,SuperSwipe,19.99,2025-09-28
2596,2566bc1c-a09d-4dbc-9548-3c3a6e2d7295,SuperSwipe,19.99,2025-09-10
2597,aa1ca8d3-2bde-41e1-820f-b88e91cf6e57,Subscription,19.99,2025-11-09
